x	y	yaw
5.02102	-1.41547	-1.61088	
5.02104	-1.41547	-1.61092	
5.02104	-1.41545	-1.61092	
5.02105	-1.41548	-1.61092	
5.02102	-1.41548	-1.61093	
5.02109	-1.41546	-1.61097	
5.02108	-1.41546	-1.61098	
5.02106	-1.41542	-1.61094	
5.02104	-1.41546	-1.61092	
5.02101	-1.41547	-1.61086	
5.02094	-1.41555	-1.61085	
5.02093	-1.41555	-1.61084	
5.02092	-1.41558	-1.61082	
5.02092	-1.41567	-1.61085	
5.02097	-1.41565	-1.61088	
5.02099	-1.41564	-1.61093	
5.0209	-1.41565	-1.61084	
5.02093	-1.41564	-1.61086	
5.02093	-1.41563	-1.61082	
5.02104	-1.41556	-1.61092	
5.02101	-1.4156	-1.6109	
5.02105	-1.41562	-1.61092	
5.02094	-1.41561	-1.61088	
5.02091	-1.41559	-1.61083	
5.02097	-1.41559	-1.61086	
5.02102	-1.41559	-1.61086	
5.02106	-1.41554	-1.6109	
5.02106	-1.41554	-1.61088	
5.0211	-1.41561	-1.61092	
5.02114	-1.41556	-1.61096	
5.02114	-1.41553	-1.61094	
5.02106	-1.41554	-1.61086	
5.02113	-1.41557	-1.61092	
5.02109	-1.41556	-1.61088	
5.02108	-1.41558	-1.61088	
5.02105	-1.4156	-1.61088	
5.02105	-1.41558	-1.61091	
5.02091	-1.41569	-1.61082	
5.02103	-1.41569	-1.61094	
5.021	-1.41571	-1.61092	
5.02089	-1.41569	-1.61083	
5.0209	-1.41571	-1.61085	
5.02091	-1.41573	-1.61088	
5.02094	-1.41567	-1.61093	
5.02092	-1.41575	-1.61092	
5.02087	-1.41574	-1.61085	
5.02086	-1.41572	-1.61086	
5.02085	-1.41573	-1.61082	
